"Username","participant ethnicity","Response.RT","Response.JOL","Stimuli.Stimuli.Notes_2.1","Stimuli.Stimuli.Notes_3.1","key.1","Target_Ethnicity","scored"
"615dc51a3a18c145f4e09db3","Black",4455,"79","F","L","OLD","B",0
"615dc51a3a18c145f4e09db3","Black",3193,"60","M","H","OLD","B",1
"615dc51a3a18c145f4e09db3","Black",3516,"40","F","L","OLD","B",1
"615dc51a3a18c145f4e09db3","Black",4301,"60","F","L","OLD","B",1
"615dc51a3a18c145f4e09db3","Black",7377,"70","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",10119,"0","M","H","OLD","W",0
"615dcb204ee13e6299a50595","Black",6097,"0","F","L","OLD","W",1
"615dcb204ee13e6299a50595","Black",6598,"10","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",21675,"75","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",6867,"5","F","L","OLD","W",1
"615dcb204ee13e6299a50595","Black",4255,"0","F","H","OLD","W",0
"615dcb204ee13e6299a50595","Black",6271,"80","M","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",5434,"10","F","H","OLD","W",1
"615dcb204ee13e6299a50595","Black",15074,"95","F","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",10196,"90","M","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",6997,"25","F","H","OLD","W",1
"615dcb204ee13e6299a50595","Black",7546,"85","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",11277,"10","F","L","OLD","W",1
"615dcb204ee13e6299a50595","Black",6916,"70","M","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",8483,"15","F","L","OLD","B",0
"615dcb204ee13e6299a50595","Black",6279,"25","F","H","OLD","W",1
"615dcb204ee13e6299a50595","Black",9268,"50","F","H","OLD","W",1
"615dcb204ee13e6299a50595","Black",12762,"95","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",10112,"100","M","L","OLD","W",1
"615dcb204ee13e6299a50595","Black",9010,"60","M","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",9091,"5","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",7490,"1","M","L","OLD","W",0
"615dcb204ee13e6299a50595","Black",7756,"2","M","H","OLD","W",1
"615dcb204ee13e6299a50595","Black",11206,"65","F","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",67380,"30","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",8467,"85","F","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",12379,"70","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",6664,"15","F","L","OLD","W",1
"615dcb204ee13e6299a50595","Black",8909,"65","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",8360,"75","F","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",16702,"92","M","H","OLD","W",1
"615dcb204ee13e6299a50595","Black",9575,"70","F","H","OLD","B",1
"615dcb204ee13e6299a50595","Black",9105,"100","M","L","OLD","W",1
"615dcb204ee13e6299a50595","Black",6503,"0","F","L","OLD","B",1
"615dcb204ee13e6299a50595","Black",8185,"5","M","L","OLD","W",0
"615dcb204ee13e6299a50595","Black",5752,"90","M","H","OLD","B",0
"615dcb204ee13e6299a50595","Black",10956,"45","F","L","OLD","W",0
"615dcb204ee13e6299a50595","Black",6335,"0","M","H","OLD","W",1
"615dcb204ee13e6299a50595","Black",3808,"0","M","H","OLD","W",0
"615dcb204ee13e6299a50595","Black",18335,"95","M","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",2915,"60","F","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",4780,"77","M","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",4771,"39","M","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",5431,"76","F","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",4192,"49","F","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",4361,"45","F","H","OLD","B",0
"616faf3ab8c53e7a73a5dea5","White",4327,"70","M","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",2709,"34","M","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",4306,"38","M","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",3335,"57","M","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",6174,"76","F","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",5975,"56","F","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3305,"45","M","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",2839,"23","F","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3750,"45","F","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",5233,"50","F","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3989,"80","F","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",5433,"90","M","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",5077,"45","F","H","OLD","B",0
"616faf3ab8c53e7a73a5dea5","White",3033,"79","F","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3248,"21","M","L","OLD","W",0
"616faf3ab8c53e7a73a5dea5","White",7246,"67","F","H","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",2931,"45","M","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3542,"34","M","H","OLD","W",0
"616faf3ab8c53e7a73a5dea5","White",3819,"56","F","L","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",7717,"32","M","L","OLD","W",0
"616faf3ab8c53e7a73a5dea5","White",2546,"65","F","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",6231,"80","F","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",4158,"68","F","L","OLD","B",0
"616faf3ab8c53e7a73a5dea5","White",3395,"56","F","L","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",3911,"34","F","L","OLD","B",0
"616faf3ab8c53e7a73a5dea5","White",3577,"78","M","H","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3756,"70","F","L","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",3008,"45","M","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3872,"86","F","L","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",10131,"56","F","L","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",6371,"78","M","L","OLD","W",1
"616faf3ab8c53e7a73a5dea5","White",3709,"82","F","L","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",5458,"60","F","L","OLD","B",1
"616faf3ab8c53e7a73a5dea5","White",4074,"89","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",2829,"10","M","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",6142,"91","M","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",4746,"56","F","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",3749,"90","M","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",4625,"25","M","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3291,"50","F","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",3212,"23","F","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",4040,"12","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",3025,"12","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",2841,"65","M","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",3009,"10","F","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",3277,"32","F","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3059,"66","M","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3145,"56","F","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3108,"33","F","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3221,"2","M","L","OLD","W",0
"6173240b98f6e6f48d97880a","White",3185,"99","M","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",3240,"14","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",3708,"45","F","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",2843,"77","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",6240,"6","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",6073,"35","M","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",2673,"4","F","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",3372,"8","F","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",3094,"77","F","L","OLD","W",1
"6173240b98f6e6f48d97880a","White",7379,"5","F","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",2625,"20","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",2869,"98","M","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3338,"4","M","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",6061,"100","F","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",5120,"2","F","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3115,"87","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",3234,"90","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",3106,"99","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",4432,"8","M","H","OLD","W",0
"6173240b98f6e6f48d97880a","White",3091,"25","F","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",7343,"37","M","H","OLD","W",1
"6173240b98f6e6f48d97880a","White",3348,"12","F","L","OLD","B",1
"6173240b98f6e6f48d97880a","White",3234,"10","M","H","OLD","B",1
"6173240b98f6e6f48d97880a","White",3464,"66","M","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",3441,"15","F","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",5973,"15","F","H","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",2918,"50","F","H","OLD","W",0
"620bda0aa922fc3f247f64c2","Black",10205,"30","F","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",5491,"15","F","L","OLD","B",0
"620bda0aa922fc3f247f64c2","Black",12216,"70","F","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",5491,"30","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",3347,"20","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",2557,"15","M","H","OLD","B",0
"620bda0aa922fc3f247f64c2","Black",11426,"10","F","H","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",3314,"20","M","H","OLD","B",0
"620bda0aa922fc3f247f64c2","Black",4202,"20","F","L","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",3874,"40","F","H","OLD","W",0
"620bda0aa922fc3f247f64c2","Black",7868,"70","M","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",5662,"20","F","L","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",7819,"70","F","L","OLD","W",0
"620bda0aa922fc3f247f64c2","Black",4040,"15","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",4419,"20","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",3673,"15","F","L","OLD","B",0
"620bda0aa922fc3f247f64c2","Black",6571,"15","F","L","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",4457,"70","M","L","OLD","W",0
"620bda0aa922fc3f247f64c2","Black",3812,"15","M","H","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",3636,"30","M","L","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",29626,"40","M","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",22582,"15","M","H","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",4490,"30","M","H","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",9381,"20","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",2722,"10","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",16350,"15","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",3883,"80","M","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",22616,"15","M","H","OLD","W",0
"620bda0aa922fc3f247f64c2","Black",6404,"50","F","L","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",21305,"50","F","H","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",4915,"30","M","H","OLD","W",0
"620bda0aa922fc3f247f64c2","Black",11907,"60","M","L","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",4805,"60","M","L","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",7519,"40","F","H","OLD","B",0
"620bda0aa922fc3f247f64c2","Black",3358,"20","M","L","OLD","W",1
"620bda0aa922fc3f247f64c2","Black",13756,"10","F","H","OLD","B",1
"620bda0aa922fc3f247f64c2","Black",4898,"15","F","L","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",3704,"0","F","L","OLD","W",0
"62903fb4a5cf8345fc23c0af","Black",6098,"30","F","L","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",3225,"0","M","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",4797,"20","F","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",6678,"39","F","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",5124,"30","F","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",3849,"20","M","H","OLD","W",0
"62903fb4a5cf8345fc23c0af","Black",5349,"45","F","L","OLD","W",0
"62903fb4a5cf8345fc23c0af","Black",5916,"10","F","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",3636,"45","M","H","OLD","B",0
"62903fb4a5cf8345fc23c0af","Black",3522,"0","F","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",4646,"45","F","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",6823,"30","F","L","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",4118,"43","M","L","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",5545,"70","F","L","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",4384,"45","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",6085,"60","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",14936,"43","M","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",6774,"60","F","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",3722,"60","F","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",4425,"45","F","H","OLD","B",0
"62903fb4a5cf8345fc23c0af","Black",4736,"50","F","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",12438,"65","M","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",6171,"75","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",7179,"0","M","L","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",4264,"60","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",5511,"30","M","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",5003,"70","M","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",4867,"25","M","L","OLD","W",0
"62903fb4a5cf8345fc23c0af","Black",4400,"55","M","L","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",3659,"45","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",3990,"100","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",4272,"50","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",4650,"10","M","H","OLD","W",0
"62903fb4a5cf8345fc23c0af","Black",3898,"20","M","H","OLD","W",1
"62903fb4a5cf8345fc23c0af","Black",5537,"30","M","H","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",3762,"40","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",4409,"80","F","L","OLD","B",1
"62903fb4a5cf8345fc23c0af","Black",3359,"0","M","L","OLD","W",0
"62903fb4a5cf8345fc23c0af","Black",5482,"30","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",3218,"60","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",3838,"30","F","H","OLD","W",1
"629dd4199343d7710fcdb39c","White",3970,"40","F","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",3964,"65","M","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",3495,"50","F","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",3046,"80","M","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",3948,"60","F","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",5130,"50","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",8618,"50","F","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",4297,"65","M","H","OLD","W",0
"629dd4199343d7710fcdb39c","White",3235,"70","F","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",2650,"60","F","H","OLD","W",1
"629dd4199343d7710fcdb39c","White",4496,"50","F","H","OLD","W",1
"629dd4199343d7710fcdb39c","White",4810,"85","F","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",3360,"60","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",4958,"50","F","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",3011,"50","M","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",4964,"95","M","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",2947,"40","M","H","OLD","W",1
"629dd4199343d7710fcdb39c","White",3207,"40","M","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",2603,"70","F","L","OLD","W",0
"629dd4199343d7710fcdb39c","White",3931,"50","M","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",3056,"60","F","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",5215,"85","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",4160,"30","F","L","OLD","B",0
"629dd4199343d7710fcdb39c","White",3355,"55","M","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",4045,"60","M","H","OLD","W",0
"629dd4199343d7710fcdb39c","White",4099,"40","F","L","OLD","B",0
"629dd4199343d7710fcdb39c","White",2847,"65","F","L","OLD","B",0
"629dd4199343d7710fcdb39c","White",2664,"25","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",3561,"50","M","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",3724,"60","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",3712,"35","M","H","OLD","W",1
"629dd4199343d7710fcdb39c","White",4004,"30","M","H","OLD","W",0
"629dd4199343d7710fcdb39c","White",3931,"55","M","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",3450,"55","F","L","OLD","W",1
"629dd4199343d7710fcdb39c","White",3369,"50","M","H","OLD","B",1
"629dd4199343d7710fcdb39c","White",3022,"75","F","L","OLD","B",1
"629dd4199343d7710fcdb39c","White",4735,"65","F","H","OLD","W",1
"629dd4199343d7710fcdb39c","White",4528,"45","F","H","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",5453,"20","F","L","OLD","B",0
"62abb1afcd1bb1a819c90a0c","Black",6755,"100","F","H","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",7489,"80","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",4684,"30","F","L","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",6806,"10","F","L","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",4336,"100","F","H","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",5160,"90","F","H","OLD","B",0
"62abb1afcd1bb1a819c90a0c","Black",5273,"100","M","H","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",4739,"45","F","H","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",10169,"60","F","L","OLD","B",0
"62abb1afcd1bb1a819c90a0c","Black",5298,"100","F","H","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",5892,"50","F","L","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",6097,"50","F","H","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",4883,"60","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",6118,"2","F","H","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",5721,"95","M","H","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",5462,"100","M","H","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",6277,"95","M","H","OLD","B",0
"62abb1afcd1bb1a819c90a0c","Black",5221,"50","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",7960,"80","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",5010,"45","M","H","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",5270,"50","M","H","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",14573,"80","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",6030,"30","M","L","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",5664,"70","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",4835,"50","F","L","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",5376,"30","F","H","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",6126,"85","M","H","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",11932,"70","M","L","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",7722,"20","F","H","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",4760,"70","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",8880,"20","M","L","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",5563,"90","F","H","OLD","B",0
"62abb1afcd1bb1a819c90a0c","Black",5950,"80","F","L","OLD","B",1
"62abb1afcd1bb1a819c90a0c","Black",6873,"10","M","H","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",4544,"20","M","L","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",6460,"75","M","H","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",6595,"25","M","H","OLD","W",0
"62abb1afcd1bb1a819c90a0c","Black",5538,"30","F","L","OLD","W",1
"62abb1afcd1bb1a819c90a0c","Black",5033,"50","M","L","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",4698,"100","M","L","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3120,"50","F","H","OLD","W",0
"62b836d1a99c01a1f84f68bb","White",2854,"70","F","L","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",2792,"60","M","H","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",2722,"78","F","L","OLD","W",0
"62b836d1a99c01a1f84f68bb","White",2762,"40","F","L","OLD","W",0
"62b836d1a99c01a1f84f68bb","White",4529,"70","M","L","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",2826,"70","F","L","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",2970,"20","F","L","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3000,"40","M","L","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3100,"40","F","L","OLD","W",0
"62b836d1a99c01a1f84f68bb","White",2764,"40","F","H","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3234,"50","F","H","OLD","B",0
"62b836d1a99c01a1f84f68bb","White",2791,"30","F","H","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3139,"50","F","H","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",4334,"45","F","H","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3010,"40","F","H","OLD","B",0
"62b836d1a99c01a1f84f68bb","White",2563,"70","M","H","OLD","B",0
"62b836d1a99c01a1f84f68bb","White",2920,"30","F","L","OLD","B",0
"62b836d1a99c01a1f84f68bb","White",3954,"40","M","H","OLD","B",0
"62b836d1a99c01a1f84f68bb","White",2566,"60","F","L","OLD","B",0
"62b836d1a99c01a1f84f68bb","White",2951,"60","F","L","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",2702,"30","M","L","OLD","W",0
"62b836d1a99c01a1f84f68bb","White",3122,"65","F","L","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",2944,"70","F","L","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",3057,"60","M","H","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",3951,"70","F","L","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",2987,"40","M","L","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",4833,"40","F","H","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",4174,"30","M","H","OLD","W",0
"62b836d1a99c01a1f84f68bb","White",3189,"40","F","H","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",3181,"50","M","H","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3592,"50","M","H","OLD","W",0
"62b836d1a99c01a1f84f68bb","White",3635,"45","M","H","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",3178,"40","M","H","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3979,"90","F","H","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",2882,"30","F","L","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",3200,"65","M","H","OLD","W",1
"62b836d1a99c01a1f84f68bb","White",3136,"60","F","L","OLD","B",1
"62b836d1a99c01a1f84f68bb","White",3139,"30","F","L","OLD","B",0
"63052f20afc39e87110eb83e","Black",8958,"90","F","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",12828,"70","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",10929,"40","M","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",15206,"20","F","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",9859,"40","F","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",21930,"80","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",9961,"50","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",16896,"50","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",12474,"10","M","H","OLD","W",0
"63052f20afc39e87110eb83e","Black",8126,"70","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",10653,"90","F","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",14506,"60","F","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",11868,"70","F","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",8564,"100","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",8264,"50","M","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",14103,"50","M","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",10316,"10","F","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",6528,"40","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",16493,"50","M","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",7009,"70","F","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",8681,"90","M","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",12692,"70","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",11380,"60","M","L","OLD","W",1
"63052f20afc39e87110eb83e","Black",5663,"30","F","L","OLD","W",1
"63052f20afc39e87110eb83e","Black",10516,"40","F","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",9546,"20","M","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",11063,"70","M","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",12661,"40","F","L","OLD","W",1
"63052f20afc39e87110eb83e","Black",18670,"30","F","H","OLD","B",1
"63052f20afc39e87110eb83e","Black",12743,"70","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",19641,"60","F","L","OLD","B",1
"63052f20afc39e87110eb83e","Black",10164,"20","F","L","OLD","W",1
"63052f20afc39e87110eb83e","Black",18836,"50","M","H","OLD","W",1
"63052f20afc39e87110eb83e","Black",9924,"70","F","L","OLD","W",1
"63052f20afc39e87110eb83e","Black",10879,"40","M","L","OLD","W",1
