"Username","participant ethnicity","Response.RT","Response.JOL","Stimuli.Stimuli.Notes_2.1","Stimuli.Stimuli.Notes_3.1","key.1","Target_Ethnicity","scored"
"5e668a7463bec7407f2a65f9","Black",11609,"25","F","L","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",12357,"70","F","L","OLD","B",1
"5e668a7463bec7407f2a65f9","Black",14898,"45","F","H","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",10581,"80","F","H","OLD","B",1
"5e668a7463bec7407f2a65f9","Black",4672,"55","F","L","OLD","B",0
"5e668a7463bec7407f2a65f9","Black",5346,"80","F","L","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",16073,"50","M","L","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",7256,"70","M","L","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",4655,"65","F","H","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",12837,"35","F","H","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",8861,"20","M","L","OLD","W",1
"5e668a7463bec7407f2a65f9","Black",7345,"70","F","H","OLD","B",1
"5e668a7463bec7407f2a65f9","Black",17503,"55","M","H","OLD","B",0
"5e668a7463bec7407f2a65f9","Black",17292,"20","F","H","OLD","B",1
"5e668a7463bec7407f2a65f9","Black",5147,"40","F","H","OLD","W",0
"5e7d031be805560ae6b93dba","Black",5425,"30","M","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",13581,"25","M","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",4508,"20","M","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",13013,"30","M","L","OLD","W",0
"5e7d031be805560ae6b93dba","Black",7674,"40","M","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",3508,"50","M","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",5001,"50","M","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",6492,"30","F","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",3511,"20","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",3654,"30","M","L","OLD","W",0
"5e7d031be805560ae6b93dba","Black",12691,"40","M","H","OLD","B",0
"5e7d031be805560ae6b93dba","Black",4501,"20","M","L","OLD","W",0
"5e7d031be805560ae6b93dba","Black",18437,"25","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",7366,"40","F","L","OLD","W",1
"5e7d031be805560ae6b93dba","Black",5252,"60","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",40506,"25","M","H","OLD","W",0
"5e7d031be805560ae6b93dba","Black",8067,"35","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",4252,"35","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",4578,"30","M","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",11086,"20","M","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",3869,"50","M","L","OLD","W",1
"5e7d031be805560ae6b93dba","Black",5609,"30","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",13706,"35","F","L","OLD","W",1
"5e7d031be805560ae6b93dba","Black",11078,"25","M","L","OLD","W",1
"5e7d031be805560ae6b93dba","Black",5339,"40","F","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",5489,"50","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",3141,"30","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",15239,"50","F","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",4155,"35","F","L","OLD","W",1
"5e7d031be805560ae6b93dba","Black",7634,"40","F","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",5142,"35","F","L","OLD","W",1
"5e7d031be805560ae6b93dba","Black",7407,"20","F","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",5554,"40","F","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",5703,"30","F","L","OLD","W",1
"5e7d031be805560ae6b93dba","Black",27449,"30","F","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",6826,"40","F","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",4338,"60","F","L","OLD","B",1
"5e7d031be805560ae6b93dba","Black",6056,"50","F","H","OLD","B",1
"5e7d031be805560ae6b93dba","Black",22226,"30","F","H","OLD","W",1
"5e7d031be805560ae6b93dba","Black",5825,"70","F","L","OLD","B",1
"5e8e2341b233860cae471c69","Black",5229,"80","M","H","OLD","B",1
"5e8e2341b233860cae471c69","Black",3416,"50","M","H","OLD","B",0
"5e8e2341b233860cae471c69","Black",3516,"90","F","L","OLD","B",0
"5e8e2341b233860cae471c69","Black",3444,"100","M","H","OLD","B",0
"5e8e2341b233860cae471c69","Black",3245,"20","M","H","OLD","W",0
"5e8e2341b233860cae471c69","Black",3608,"70","M","H","OLD","W",1
"5e8e2341b233860cae471c69","Black",3314,"10","F","H","OLD","W",1
"5e8e2341b233860cae471c69","Black",3481,"20","M","L","OLD","W",0
"5e8e2341b233860cae471c69","Black",3372,"20","F","L","OLD","B",1
"5e8e2341b233860cae471c69","Black",3931,"80","F","L","OLD","B",1
"5e8e2341b233860cae471c69","Black",3576,"20","F","L","OLD","W",1
"5e8e2341b233860cae471c69","Black",3300,"20","F","H","OLD","W",0
"5e8e2341b233860cae471c69","Black",5391,"20","M","H","OLD","W",1
"5e8e2341b233860cae471c69","Black",4556,"40","F","H","OLD","B",0
"5e8e2341b233860cae471c69","Black",3468,"20","M","L","OLD","W",0
"5e8e2341b233860cae471c69","Black",3257,"80","F","H","OLD","B",0
"5e8e2341b233860cae471c69","Black",3936,"80","M","H","OLD","B",1
"5e8e2341b233860cae471c69","Black",4821,"100","F","H","OLD","B",1
"5e8e2341b233860cae471c69","Black",3656,"80","F","H","OLD","B",1
"5e8e2341b233860cae471c69","Black",3553,"90","F","L","OLD","W",0
"5e8e2341b233860cae471c69","Black",4848,"20","F","L","OLD","W",1
"5e8e2341b233860cae471c69","Black",3312,"20","M","L","OLD","W",1
"5e8e2341b233860cae471c69","Black",3291,"90","F","L","OLD","B",1
"5e8e2341b233860cae471c69","Black",3233,"20","M","L","OLD","W",0
"5e8e2341b233860cae471c69","Black",4358,"70","F","L","OLD","B",1
"5e8e2341b233860cae471c69","Black",3477,"20","F","H","OLD","W",1
"5e8e2341b233860cae471c69","Black",3604,"70","F","L","OLD","B",0
"5e8e2341b233860cae471c69","Black",3333,"80","F","L","OLD","W",1
"5e8e2341b233860cae471c69","Black",3447,"70","F","L","OLD","B",0
"5e8e2341b233860cae471c69","Black",3720,"50","F","H","OLD","B",1
"5e8e2341b233860cae471c69","Black",3440,"20","M","H","OLD","W",1
"5e8e2341b233860cae471c69","Black",3338,"20","M","L","OLD","W",1
"5e8e2341b233860cae471c69","Black",3758,"20","F","H","OLD","W",0
"5e8e2341b233860cae471c69","Black",4153,"70","F","L","OLD","B",1
"5e8e2341b233860cae471c69","Black",3580,"80","F","L","OLD","B",0
"5e8e2341b233860cae471c69","Black",3405,"90","M","H","OLD","B",0
"5e8e2341b233860cae471c69","Black",3461,"20","F","L","OLD","W",0
"5e8e2341b233860cae471c69","Black",3595,"100","F","L","OLD","B",0
"5e8e2341b233860cae471c69","Black",3804,"50","M","H","OLD","W",1
"5e8e2341b233860cae471c69","Black",5175,"70","F","H","OLD","W",1
"5e9375259c9687000b26ec11","White",4192,"60","F","H","OLD","W",1
"5e9375259c9687000b26ec11","White",5574,"55","F","L","OLD","B",1
"5e9375259c9687000b26ec11","White",4775,"60","F","L","OLD","B",1
"5e9375259c9687000b26ec11","White",4131,"45","F","H","OLD","B",1
"5e9375259c9687000b26ec11","White",4652,"45","F","H","OLD","W",1
"5e9375259c9687000b26ec11","White",4047,"59","M","H","OLD","W",0
"5e9375259c9687000b26ec11","White",3452,"30","F","L","OLD","W",1
"5e9375259c9687000b26ec11","White",4204,"40","F","L","OLD","W",1
"5e9375259c9687000b26ec11","White",3588,"20","M","H","OLD","B",0
"5e9375259c9687000b26ec11","White",4485,"35","M","H","OLD","B",0
"5e9375259c9687000b26ec11","White",5266,"50","M","H","OLD","W",1
"5e9375259c9687000b26ec11","White",4553,"25","F","L","OLD","B",0
"5e9375259c9687000b26ec11","White",4478,"50","F","L","OLD","W",1
"5e9375259c9687000b26ec11","White",5084,"45","F","L","OLD","B",0
"5e9375259c9687000b26ec11","White",3861,"35","F","L","OLD","W",1
"5e9375259c9687000b26ec11","White",6404,"50","F","H","OLD","W",1
"5e9375259c9687000b26ec11","White",4288,"55","F","H","OLD","B",1
"5e9375259c9687000b26ec11","White",3622,"25","M","L","OLD","W",0
"5e9375259c9687000b26ec11","White",6075,"67","F","L","OLD","W",1
"5e9375259c9687000b26ec11","White",4886,"20","F","H","OLD","W",1
"5e9375259c9687000b26ec11","White",3937,"30","M","H","OLD","W",1
"5e9375259c9687000b26ec11","White",5954,"30","M","H","OLD","W",1
"5e9375259c9687000b26ec11","White",3093,"20","M","H","OLD","B",0
"5e9375259c9687000b26ec11","White",4406,"25","F","L","OLD","B",0
"5e9375259c9687000b26ec11","White",5165,"20","M","L","OLD","W",1
"5e9375259c9687000b26ec11","White",4428,"35","M","L","OLD","W",1
"5e9375259c9687000b26ec11","White",3450,"20","M","H","OLD","W",1
"5e9375259c9687000b26ec11","White",3862,"12","M","H","OLD","B",0
"5e9375259c9687000b26ec11","White",4245,"45","F","H","OLD","W",1
"5e9375259c9687000b26ec11","White",4567,"12","M","H","OLD","B",0
"5e9375259c9687000b26ec11","White",3979,"20","F","H","OLD","B",0
"5e9375259c9687000b26ec11","White",3761,"20","F","L","OLD","B",0
"5e9375259c9687000b26ec11","White",8164,"25","F","L","OLD","B",1
"5e9375259c9687000b26ec11","White",4173,"22","M","L","OLD","W",0
"5e9375259c9687000b26ec11","White",5429,"20","F","H","OLD","B",1
"5e9375259c9687000b26ec11","White",6161,"45","M","L","OLD","W",0
"5e9375259c9687000b26ec11","White",4896,"12","F","L","OLD","B",0
"5e9375259c9687000b26ec11","White",3568,"70","F","L","OLD","B",1
"5e9375259c9687000b26ec11","White",4882,"35","F","H","OLD","B",1
"5e9375259c9687000b26ec11","White",4058,"25","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3781,"100","M","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",4455,"75","M","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",4145,"40","M","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",2640,"30","M","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",4664,"100","F","L","OLD","B",0
"5e9a5763b804c70e5b5bf37b","White",3055,"15","F","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3018,"35","M","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",2668,"80","F","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",3439,"15","M","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",3097,"80","F","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",4246,"40","F","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",4793,"66","M","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",2920,"25","F","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",2711,"95","F","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",3525,"100","M","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",5287,"40","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3782,"75","F","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3103,"85","F","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3933,"45","M","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",5028,"75","F","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",2526,"30","M","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",5117,"25","M","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",4415,"40","F","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3148,"98","F","H","OLD","W",0
"5e9a5763b804c70e5b5bf37b","White",3219,"25","M","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",6171,"90","F","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",3878,"75","F","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",2545,"90","F","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",2886,"80","F","H","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",4006,"75","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",4107,"45","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3841,"30","M","L","OLD","W",1
"5e9a5763b804c70e5b5bf37b","White",3166,"30","M","H","OLD","W",0
"5e9a5763b804c70e5b5bf37b","White",4111,"40","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",2911,"85","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",2870,"85","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3113,"90","F","L","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",2864,"55","F","L","OLD","B",0
"5e9a5763b804c70e5b5bf37b","White",2773,"30","M","H","OLD","B",1
"5e9a5763b804c70e5b5bf37b","White",3893,"70","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",6666,"30","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",15374,"10","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",6476,"10","M","H","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",8148,"60","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",8209,"50","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",11145,"50","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",10838,"55","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",8130,"50","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",9087,"35","F","L","OLD","B",0
"5eaea57e1d031b01ccb2e761","Black",9852,"45","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",21798,"35","F","L","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",9134,"45","F","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",10376,"65","F","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",11997,"50","F","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",13689,"31","F","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",8173,"25","F","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",9140,"45","F","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",7025,"15","F","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",6617,"50","F","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",11530,"70","M","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",10351,"30","M","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",5655,"0","M","L","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",7954,"10","M","L","OLD","W",0
"5eaea57e1d031b01ccb2e761","Black",9105,"55","F","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",6088,"20","F","H","OLD","W",0
"5eaea57e1d031b01ccb2e761","Black",7321,"25","M","H","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",9136,"70","M","H","OLD","W",0
"5eaea57e1d031b01ccb2e761","Black",8609,"65","F","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",7371,"30","M","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",13015,"35","M","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",4725,"20","M","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",7269,"30","M","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",12028,"40","M","H","OLD","B",1
"5eaea57e1d031b01ccb2e761","Black",4978,"30","F","H","OLD","W",0
"5eaea57e1d031b01ccb2e761","Black",5846,"20","F","H","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",6980,"30","F","H","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",4119,"0","F","H","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",10165,"45","M","L","OLD","W",0
"5eaea57e1d031b01ccb2e761","Black",8668,"10","M","H","OLD","W",1
"5eaea57e1d031b01ccb2e761","Black",5015,"20","M","H","OLD","W",1
"5ec957b88b62d208f6997476","White",3253,"60","F","H","OLD","B",0
"5ec957b88b62d208f6997476","White",5995,"75","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",2922,"40","M","H","OLD","B",0
"5ec957b88b62d208f6997476","White",3314,"80","F","H","OLD","B",1
"5ec957b88b62d208f6997476","White",4358,"65","F","L","OLD","W",1
"5ec957b88b62d208f6997476","White",3275,"40","M","H","OLD","W",1
"5ec957b88b62d208f6997476","White",6055,"30","F","H","OLD","W",0
"5ec957b88b62d208f6997476","White",4558,"90","M","H","OLD","B",1
"5ec957b88b62d208f6997476","White",5615,"30","M","L","OLD","W",1
"5ec957b88b62d208f6997476","White",2715,"50","F","H","OLD","B",0
"5ec957b88b62d208f6997476","White",3678,"30","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",3738,"60","F","L","OLD","W",1
"5ec957b88b62d208f6997476","White",4509,"40","F","L","OLD","W",1
"5ec957b88b62d208f6997476","White",6932,"55","M","H","OLD","W",1
"5ec957b88b62d208f6997476","White",2772,"40","F","L","OLD","W",0
"5ec957b88b62d208f6997476","White",3238,"30","M","H","OLD","B",1
"5ec957b88b62d208f6997476","White",5406,"40","M","H","OLD","W",1
"5ec957b88b62d208f6997476","White",3033,"30","M","L","OLD","W",1
"5ec957b88b62d208f6997476","White",4799,"40","M","H","OLD","W",1
"5ec957b88b62d208f6997476","White",4042,"30","M","H","OLD","W",1
"5ec957b88b62d208f6997476","White",5351,"40","F","H","OLD","W",1
"5ec957b88b62d208f6997476","White",6395,"50","F","L","OLD","W",1
"5ec957b88b62d208f6997476","White",3534,"40","M","L","OLD","W",1
"5ec957b88b62d208f6997476","White",3281,"40","F","H","OLD","W",0
"5ec957b88b62d208f6997476","White",3531,"40","F","L","OLD","B",0
"5ec957b88b62d208f6997476","White",2631,"70","F","H","OLD","B",1
"5ec957b88b62d208f6997476","White",2695,"40","M","H","OLD","B",1
"5ec957b88b62d208f6997476","White",3743,"80","F","H","OLD","B",1
"5ec957b88b62d208f6997476","White",4519,"75","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",3238,"30","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",2739,"30","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",2592,"50","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",3371,"40","F","H","OLD","W",1
"5ec957b88b62d208f6997476","White",3129,"45","M","L","OLD","W",1
"5ec957b88b62d208f6997476","White",4009,"60","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",3027,"40","F","H","OLD","W",1
"5ec957b88b62d208f6997476","White",4072,"30","M","L","OLD","W",1
"5ec957b88b62d208f6997476","White",3410,"70","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",3284,"30","F","L","OLD","B",1
"5ec957b88b62d208f6997476","White",3258,"50","M","H","OLD","B",1
"5edf802fff5acd23df58da42","White",5162,"21","M","L","OLD","W",1
"5edf802fff5acd23df58da42","White",10995,"77","M","H","OLD","B",1
"5edf802fff5acd23df58da42","White",6263,"79","F","H","OLD","W",1
"5edf802fff5acd23df58da42","White",5682,"66","M","H","OLD","B",1
"5edf802fff5acd23df58da42","White",5764,"25","M","H","OLD","W",0
"5edf802fff5acd23df58da42","White",7828,"54","M","L","OLD","W",1
"5edf802fff5acd23df58da42","White",5284,"22","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",6087,"51","F","H","OLD","W",1
"5edf802fff5acd23df58da42","White",6599,"94","F","L","OLD","W",1
"5edf802fff5acd23df58da42","White",4700,"35","F","L","OLD","B",0
"5edf802fff5acd23df58da42","White",5336,"65","F","L","OLD","W",1
"5edf802fff5acd23df58da42","White",6460,"56","F","L","OLD","B",0
"5edf802fff5acd23df58da42","White",11461,"98","F","H","OLD","W",1
"5edf802fff5acd23df58da42","White",7028,"58","M","H","OLD","B",1
"5edf802fff5acd23df58da42","White",5987,"55","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",7026,"76","F","L","OLD","W",1
"5edf802fff5acd23df58da42","White",8652,"84","F","H","OLD","B",0
"5edf802fff5acd23df58da42","White",8737,"75","F","L","OLD","W",1
"5edf802fff5acd23df58da42","White",6308,"86","M","L","OLD","W",1
"5edf802fff5acd23df58da42","White",5425,"20","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",8496,"57","M","L","OLD","W",1
"5edf802fff5acd23df58da42","White",6910,"93","M","L","OLD","W",1
"5edf802fff5acd23df58da42","White",6146,"53","F","H","OLD","W",1
"5edf802fff5acd23df58da42","White",9945,"96","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",7027,"62","F","H","OLD","W",1
"5edf802fff5acd23df58da42","White",6770,"58","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",13834,"93","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",9132,"63","M","H","OLD","W",1
"5edf802fff5acd23df58da42","White",5294,"45","F","H","OLD","B",1
"5edf802fff5acd23df58da42","White",8125,"81","M","H","OLD","B",0
"5edf802fff5acd23df58da42","White",8571,"96","M","H","OLD","W",1
"5edf802fff5acd23df58da42","White",7107,"67","F","H","OLD","B",1
"5edf802fff5acd23df58da42","White",7207,"87","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",8440,"88","M","H","OLD","B",1
"5edf802fff5acd23df58da42","White",8518,"93","F","H","OLD","B",1
"5edf802fff5acd23df58da42","White",8080,"66","F","L","OLD","W",1
"5edf802fff5acd23df58da42","White",8892,"99","F","L","OLD","B",1
"5edf802fff5acd23df58da42","White",7041,"91","F","H","OLD","B",0
"5edf802fff5acd23df58da42","White",5704,"52","M","H","OLD","W",0
"5edf802fff5acd23df58da42","White",7956,"72","M","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",7026,"45","F","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",5930,"30","F","H","OLD","W",0
"5ef7204033605901ce86c0b0","White",31798,"30","F","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",5626,"70","M","H","OLD","B",1
"5ef7204033605901ce86c0b0","White",9786,"40","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",4596,"50","M","H","OLD","B",0
"5ef7204033605901ce86c0b0","White",6188,"55","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",5695,"35","F","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",7441,"50","F","L","OLD","B",0
"5ef7204033605901ce86c0b0","White",11677,"35","M","H","OLD","B",1
"5ef7204033605901ce86c0b0","White",11011,"65","M","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",5328,"40","M","L","OLD","W",0
"5ef7204033605901ce86c0b0","White",6955,"60","M","H","OLD","B",1
"5ef7204033605901ce86c0b0","White",6602,"80","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",4863,"45","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",6050,"75","F","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",5157,"25","F","H","OLD","W",0
"5ef7204033605901ce86c0b0","White",6663,"70","F","H","OLD","B",1
"5ef7204033605901ce86c0b0","White",6081,"25","F","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",7132,"30","M","H","OLD","W",0
"5ef7204033605901ce86c0b0","White",10176,"70","M","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",7180,"50","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",5268,"15","M","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",16038,"60","F","H","OLD","B",1
"5ef7204033605901ce86c0b0","White",5995,"40","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",6502,"45","F","H","OLD","B",0
"5ef7204033605901ce86c0b0","White",5281,"35","F","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",5853,"65","M","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",6671,"30","M","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",8824,"50","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",6892,"35","F","H","OLD","B",0
"5ef7204033605901ce86c0b0","White",8781,"75","F","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",11762,"70","F","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",5711,"40","M","L","OLD","W",1
"5ef7204033605901ce86c0b0","White",6378,"80","M","H","OLD","W",1
"5ef7204033605901ce86c0b0","White",5694,"60","F","L","OLD","B",1
"5ef7204033605901ce86c0b0","White",6020,"75","M","H","OLD","B",1
"5ef7204033605901ce86c0b0","White",5914,"30","M","L","OLD","W",0
"5ef7204033605901ce86c0b0","White",4846,"50","F","H","OLD","B",1
"5ef7204033605901ce86c0b0","White",5640,"40","F","L","OLD","B",0
"5efa33c4e9f4160ffd817db9","White",3703,"60","M","H","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",4719,"80","F","L","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",3225,"60","F","L","OLD","B",0
"5efa33c4e9f4160ffd817db9","White",2698,"65","F","L","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",4043,"65","F","L","OLD","B",0
"5efa33c4e9f4160ffd817db9","White",3925,"65","F","H","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",3869,"65","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",3530,"70","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",3236,"70","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",3922,"70","M","H","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",4039,"70","F","L","OLD","W",0
"5efa33c4e9f4160ffd817db9","White",3195,"65","M","L","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",3646,"75","F","H","OLD","B",0
"5efa33c4e9f4160ffd817db9","White",3949,"70","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",2995,"70","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",2849,"60","F","H","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",4594,"65","F","H","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",4919,"65","F","H","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",4253,"65","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",4717,"70","M","H","OLD","W",0
"5efa33c4e9f4160ffd817db9","White",3534,"65","M","H","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",2525,"65","F","L","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",5450,"60","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",3627,"70","F","L","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",2629,"60","M","H","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",2828,"70","F","H","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",2739,"65","F","L","OLD","W",0
"5efa33c4e9f4160ffd817db9","White",3282,"60","M","L","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",2647,"65","M","L","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",4637,"70","F","H","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",2930,"60","M","H","OLD","B",1
"5efa33c4e9f4160ffd817db9","White",5520,"70","M","H","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",5038,"65","M","H","OLD","W",1
"5efa33c4e9f4160ffd817db9","White",3582,"65","F","H","OLD","W",1
