"i","e","h","m","f","c","dprime","beta","aprime","bppd","c"
"60e101de786c9b2a375e73bb","White",6,4,3,7,0.702673238571499,1.08908884288898,0.732142857142857,0.4,0.121452501706518
"60e5ffe203dd6eafa22c5d15","White",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,-1,0.174472483665106
"60f87d8e6ba613288a9926fa","Black",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,-0.135135135135135,0.312007220550623
"60fd2b6a7b0c96a6a3cf8d81","White",10,0,1,9,2.78742519167841,0.437091938557402,0.975,0.4,-0.296909033745692
"60fd641351c1489395a91649","White",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,1,-0.137534736885517
"60fd6be0432be350d020019b","Black",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,0.28,0.312007220550623
"610008383c0a128712403745","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,-1.5419764230905e-16,0.296909033745692
"610700380d4f5c44318cdea0","White",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,0.135135135135135,0.174472483665106
"610c4ee070fd5e59a42868d5","White",9,1,1,9,2.19360712418703,1,0.944444444444444,0.28,0
"6158d21467d1c77397989b0e","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,1,0.137534736885517
"615dc51a3a18c145f4e09db3","Black",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,-1.73472347597681e-16,0.174472483665106
"615dcb204ee13e6299a50595","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,-1,0.296909033745692
"616faf3ab8c53e7a73a5dea5","White",8,2,2,8,1.4957171895266,1,0.875,1,0
"6173240b98f6e6f48d97880a","White",10,0,2,8,2.4384802243482,0.3168095392173,0.95,0.135135135135135,-0.471381517410798
"620bda0aa922fc3f247f64c2","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,1,0.471381517410798
"62903fb4a5cf8345fc23c0af","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,0.135135135135135,-3.33066907387547e-16
"629dd4199343d7710fcdb39c","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,-1,0.137534736885517
"62abb1afcd1bb1a819c90a0c","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,1,0.471381517410798
"62b836d1a99c01a1f84f68bb","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,0.4,0.137534736885517
"63052f20afc39e87110eb83e","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,0.454545454545454,-3.33066907387547e-16
"6318f811441991ef04d3d712","Black",10,0,2,8,2.4384802243482,0.3168095392173,0.95,1,-0.471381517410798
"6346d9fda71cffd6c403c4a2","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,1,0.608916254296315
"636675b4dd6bb79382d46c2b","White",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,0,0.312007220550623
"637545d6428d85daeedc3df5","White",4,6,1,9,0.866919444514281,1.77724724051132,0.770833333333333,-0.28,0.663343839836373
"63d00de49e766aa13d314c9a","White",10,0,0,10,3.3812432591698,0.999999999999999,1,0.454545454545454,-3.33066907387547e-16
"63d05806e94c60eb89e4d3f5","Black",5,5,0,10,1.6906216295849,4.17494317407483,0.875,1,0.845310814792449
"63d13d6a1d2f8799323bada5","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,6.60847038467355e-17,0.471381517410798
"63d196c147d1f420690e5b87","White",2,8,2,8,0,1,0.5,1,0.747858594763302
"63ea4a7fa7d709c8e7887a93","White",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,-0.0204081632653061,-0.174472483665106
"63ea8ec521931832f4b6b7cb","White",6,4,1,9,1.32668767967275,1.77724724051132,0.847222222222222,0.135135135135135,0.433459722257141
"63ed35a73e8bacd8d4661f91","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,1,0.296909033745692
"63faeccd22c0d2a8f1b9759e","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,-0.0666666666666666,-3.33066907387547e-16
"6400c176195e0363ae8f6e1f","Black",7,3,3,7,0.945578241984534,1,0.785714285714286,1,2.77555756156289e-17
"6466249c27b5e4161f763c32","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,-0.135135135135135,0.296909033745692
"646995ed901eb3789602a086","Black",6,4,5,5,0.229884117579232,0.973922688489352,0.591666666666667,1,-0.114942058789616
"64810434459e0022918705e3","Black",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,-1.5419764230905e-16,0.137534736885517
"6487a878b901a707e4800c69","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,0.454545454545454,0.608916254296315
"649609322cee8b311a1c3f0f","White",7,3,4,6,0.702673238571499,0.918198736980303,0.732142857142857,1,-0.121452501706518
"65104c746c12168416f61f7d","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,1,0.471381517410798
"652d36620eca7decc5bd4466","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,0.28,-3.33066907387547e-16
"6530167b3f9fc4d0974cc464","Black",8,2,7,3,0.275069473771035,0.845454046824887,0.614583333333333,1,-0.610323857877785
"653293a1c43c09cb264298c3","White",7,3,0,10,2.16341075057716,3.73346206504084,0.925,1,0.608916254296315
"6537d382e6ef905f0b52d045","White",9,1,1,9,2.19360712418703,1,0.944444444444444,-1,0
"653e666cc034dbb89a5b83ce","White",6,4,1,9,1.32668767967275,1.77724724051132,0.847222222222222,6.60847038467355e-17,0.433459722257141
"654533a40bc23c2234908efa","Black",3,7,0,10,1.21783250859263,3.73346206504084,0.825,0.4,1.08170537528858
"65464fec47eeb23dde2b5c56","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,1,0.471381517410798
"6546d9c0df9f565fd1ce8cb2","Black",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,1,0.174472483665106
"654a44f0addb5f41f1705b75","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,1,0.296909033745692
"654ab0763f86ff8249f0ec77","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,1,0.296909033745692
"654c7115dcc911de57cb3920","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,-1.5419764230905e-16,-3.33066907387547e-16
"654e3b2a1d5b25b892be6421","White",10,0,1,9,2.78742519167841,0.437091938557402,0.975,1,-0.296909033745692
"655b74ac266d0804924f2d2e","Black",7,3,3,7,0.945578241984534,1,0.785714285714286,0.28,2.77555756156289e-17
"655f8c42a20c94f85160d5dc","Black",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,-0.28,0.312007220550623
"655fa05b1303f59972ea6555","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0.135135135135135,0.471381517410798
"656018e0096ae7651d08a6cd","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,-0.2,0.296909033745692
"6564171a43463427fd17303a","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0.135135135135135,0.471381517410798
"656e02962907eb6f11faa71f","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,0.219512195121951,0.296909033745692
"656e8a2635854adf1b4ccc90","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,1,0
"656e9ee5741090021252e349","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,1,-3.33066907387547e-16
"6579b9576cf175ed2acfc3ba","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,0.454545454545454,0.608916254296315
"6599601acbd86485dbecb6c9","White",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,1,0.174472483665106
"659d52af923c07a8e1aac79a","White",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,-1.5419764230905e-16,-0.174472483665106
"65a3eae145bd7a121b03e953","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,-1,0.137534736885517
"65ab93cd4bceee49344efd60","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,0.0204081632653061,-3.33066907387547e-16
"65b245ff936ba04dd1bfbe42","Black",8,2,4,6,0.977742712342534,0.776294837969497,0.791666666666667,0.4,-0.258987238592035
"65b2aa6ff9e672961875b4a6","Black",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,1,0.137534736885517
"65b6601cec4e2d7a82f0aa5b","White",5,5,2,8,0.747858594763302,1.32266182323706,0.74375,-1.5419764230905e-16,0.373929297381651
"65c10ed7544fa71bac9bec3c","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,1,0.296909033745692
"65c110109c8a16b298ea48a5","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,-1.5419764230905e-16,0.296909033745692
"65c1126b379ff4faa4eba30c","Black",6,4,1,9,1.32668767967275,1.77724724051132,0.847222222222222,1,0.433459722257141
"65c128bca0b6d12cd458c6b7","Black",6,4,0,10,1.92050574716413,4.06607188038523,0.9,0.470588235294118,0.730368756002833
"65c13572506a7378305c3c49","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,0.4,0
"65c732e873b992088286bec2","Black",10,0,3,7,2.16341075057717,0.267847907003994,0.925,0.135135135135135,-0.608916254296316
"65c7895232215aca31bc9e99","Black",5,5,4,6,0.229884117579232,1.02677554575825,0.591666666666667,0.470588235294118,0.114942058789616
"65c8926a097bd8b7a1d1f29c","Black",3,7,1,9,0.624014441101246,1.63186617153923,0.722222222222222,0.470588235294118,0.78479634154289
"65c8d70512b2fc050e53d0d1","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0.2,0.471381517410798
"65ca870d5ec4d7d40b27c58d","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,-1.5419764230905e-16,0
"65cf72df48ae91f6cd86b9c2","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,1,0.296909033745692
"65d5179cf1a1d839ea0e1b40","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,6.60847038467355e-17,0
"65d7836037dedd85eceb642f","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,-0.4,0.296909033745692
"65df4369886094bb19030a5e","White",5,5,1,9,1.09680356209351,1.82483400532336,0.811111111111111,0,0.548401781046757
"65e1e45089bd7513faa07730","Black",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,0.4,0.312007220550623
"65e5c74d56a92539d1f5ba3a","Black",7,3,8,2,-0.275069473771035,1.18279639651086,0.385416666666667,-0.0204081632653061,-0.610323857877785
"65e6bebf625a8201fff5cb70","Black",5,5,1,9,1.09680356209351,1.82483400532336,0.811111111111111,1,0.548401781046757
"65efe7266d34333407e0649b","Black",5,5,1,9,1.09680356209351,1.82483400532336,0.811111111111111,1,0.548401781046757
"65f1756a0f443016c737e241","Black",6,4,2,8,0.977742712342534,1.28817035884927,0.791666666666667,NA,0.258987238592035
"65f2195fc9a3f1ad259d4a79","White",9,1,1,9,2.19360712418703,1,0.944444444444444,NA,0
"6605b8805eb4edcb02fe7d59","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,NA,0.296909033745692
"6605f90eaecb387f09216496","Black",7,3,3,7,0.945578241984534,1,0.785714285714286,NA,2.77555756156289e-17
"6613eaa8e44e25e801f85215","Black",9,1,3,7,1.56959268308578,0.612795348932793,0.880952380952381,NA,-0.312007220550623
"661872037b0fe632b6c1ee21","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,NA,-3.33066907387547e-16
"661bfe90f5ef0ba200a823ec","Black",2,8,2,8,0,1,0.5,NA,0.747858594763302
"661e73f9e86cfe3c5c386fd1","White",3,7,1,9,0.624014441101246,1.63186617153923,0.722222222222222,NA,0.78479634154289
"6620009020d5eaa24a7b09d8","White",5,5,4,6,0.229884117579232,1.02677554575825,0.591666666666667,NA,0.114942058789616
"66201d0846aea327b3a3facb","White",7,3,0,10,2.16341075057716,3.73346206504084,0.925,NA,0.608916254296315
"karisgold","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,NA,0.608916254296315
