"i","e","h","m","f","c","dprime","beta","aprime","bppd","c"
"6537d382e6ef905f0b52d045","White",10,0,2,8,2.4384802243482,0.3168095392173,0.95,-1,-0.471381517410798
"653e666cc034dbb89a5b83ce","White",10,0,1,9,2.78742519167841,0.437091938557402,0.975,1,-0.296909033745692
"654533a40bc23c2234908efa","Black",4,6,0,10,1.46073751200567,4.06607188038523,0.85,-1,0.960252873582065
"65464fec47eeb23dde2b5c56","White",9,1,4,6,1.32668767967275,0.562667915417495,0.847222222222222,-1.5419764230905e-16,-0.433459722257141
"6546d9c0df9f565fd1ce8cb2","Black",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,1,-0.174472483665106
"654a44f0addb5f41f1705b75","Black",10,0,3,7,2.16341075057717,0.267847907003994,0.925,1,-0.608916254296316
"654ab0763f86ff8249f0ec77","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1.5419764230905e-16,0.471381517410798
"654c7115dcc911de57cb3920","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,0.454545454545454,-3.33066907387547e-16
"654e3b2a1d5b25b892be6421","White",10,0,3,7,2.16341075057717,0.267847907003994,0.925,-0.135135135135135,-0.608916254296316
"655b74ac266d0804924f2d2e","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,-1,0
"655f8c42a20c94f85160d5dc","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,1,0.608916254296315
"655fa05b1303f59972ea6555","Black",6,4,0,10,1.92050574716413,4.06607188038523,0.9,0.135135135135135,0.730368756002833
"656018e0096ae7651d08a6cd","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,-0.135135135135135,0
"6564171a43463427fd17303a","Black",4,6,1,9,0.866919444514281,1.77724724051132,0.770833333333333,-1,0.663343839836373
"656e02962907eb6f11faa71f","White",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,-1,-0.137534736885517
"656e8a2635854adf1b4ccc90","Black",10,0,2,8,2.4384802243482,0.3168095392173,0.95,-1,-0.471381517410798
"656e9ee5741090021252e349","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,1,-3.33066907387547e-16
"6579b9576cf175ed2acfc3ba","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,0.0869565217391305,0.608916254296315
"6599601acbd86485dbecb6c9","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,0.28,0.137534736885517
"659d52af923c07a8e1aac79a","White",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,1,-0.137534736885517
"65a3eae145bd7a121b03e953","White",10,0,1,9,2.78742519167841,0.437091938557402,0.975,1,-0.296909033745692
"65ab93cd4bceee49344efd60","Black",10,0,3,7,2.16341075057717,0.267847907003994,0.925,-1.73472347597681e-16,-0.608916254296316
"65b245ff936ba04dd1bfbe42","Black",10,0,1,9,2.78742519167841,0.437091938557402,0.975,1,-0.296909033745692
"65b2aa6ff9e672961875b4a6","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-0.454545454545455,0.471381517410798
"65b6601cec4e2d7a82f0aa5b","White",5,5,3,7,0.472789120992267,1.11824979103656,0.671428571428571,6.60847038467355e-17,0.236394560496134
"65c10ed7544fa71bac9bec3c","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,1,-3.33066907387547e-16
"65c110109c8a16b298ea48a5","Black",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,1,0.174472483665106
"65c1126b379ff4faa4eba30c","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,-1.5419764230905e-16,0.608916254296315
"65c128bca0b6d12cd458c6b7","Black",6,4,0,10,1.92050574716413,4.06607188038523,0.9,1,0.730368756002833
"65c13572506a7378305c3c49","Black",8,2,2,8,1.4957171895266,1,0.875,-1.5419764230905e-16,0
"65c732e873b992088286bec2","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,1,0.471381517410798
"65c7895232215aca31bc9e99","Black",9,1,6,4,0.866919444514281,0.562667915417495,0.770833333333333,-1.5419764230905e-16,-0.663343839836373
"65c8926a097bd8b7a1d1f29c","Black",7,3,3,7,0.945578241984534,1,0.785714285714286,-1,2.77555756156289e-17
"65c8d70512b2fc050e53d0d1","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-0.0666666666666666,0.471381517410798
"65ca870d5ec4d7d40b27c58d","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,0.0869565217391305,0.296909033745692
"65cf72df48ae91f6cd86b9c2","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,-0.4,0
"65d5179cf1a1d839ea0e1b40","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1.5419764230905e-16,0.471381517410798
"65d7836037dedd85eceb642f","White",9,1,1,9,2.19360712418703,1,0.944444444444444,-0.135135135135135,0
"65df4369886094bb19030a5e","White",6,4,0,10,1.92050574716413,4.06607188038523,0.9,1,0.730368756002833
"65e1e45089bd7513faa07730","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,1,0
"65e5c74d56a92539d1f5ba3a","Black",10,0,9,1,0.593818067491385,0.437091938557402,0.775,0.0204081632653061,-1.39371259583921
"65e6bebf625a8201fff5cb70","Black",7,3,6,4,0.242905003413035,0.918198736980303,0.598214285714286,0.219512195121951,-0.35133661928575
"65efe7266d34333407e0649b","Black",5,5,3,7,0.472789120992267,1.11824979103656,0.671428571428571,-0.2,0.236394560496134
"65f1756a0f443016c737e241","Black",9,1,3,7,1.56959268308578,0.612795348932793,0.880952380952381,1,-0.312007220550623
"65f2195fc9a3f1ad259d4a79","White",9,1,1,9,2.19360712418703,1,0.944444444444444,1,0
"6605b8805eb4edcb02fe7d59","White",10,0,0,10,3.3812432591698,0.999999999999999,1,NA,-3.33066907387547e-16
"6605f90eaecb387f09216496","Black",8,2,7,3,0.275069473771035,0.845454046824887,0.614583333333333,NA,-0.610323857877785
"6613eaa8e44e25e801f85215","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,NA,0.471381517410798
"661872037b0fe632b6c1ee21","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,NA,0.296909033745692
"661bfe90f5ef0ba200a823ec","Black",5,5,4,6,0.229884117579232,1.02677554575825,0.591666666666667,NA,0.114942058789616
"661e73f9e86cfe3c5c386fd1","White",5,5,2,8,0.747858594763302,1.32266182323706,0.74375,NA,0.373929297381651
"6620009020d5eaa24a7b09d8","White",8,2,6,4,0.51797447718407,0.776294837969497,0.6875,NA,-0.488871356171267
"66201d0846aea327b3a3facb","White",5,5,0,10,1.6906216295849,4.17494317407483,0.875,NA,0.845310814792449
"karisgold","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,NA,0.471381517410798
