"i","e","h","m","f","c","dprime","beta","aprime","bppd","c"
"5e4338aa9293781d471ed10d","White",6,4,1,9,1.32668767967275,1.77724724051132,0.847222222222222,0.454545454545454,0.433459722257141
"5e48226a5c30832c06c7703d","White",10,0,2,8,2.4384802243482,0.3168095392173,0.95,-1,-0.471381517410798
"5e668a7463bec7407f2a65f9","Black",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,0.4,0.312007220550623
"5e7d031be805560ae6b93dba","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,1,0.608916254296315
"5e8e2341b233860cae471c69","Black",5,5,0,10,1.6906216295849,4.17494317407483,0.875,1,0.845310814792449
"5e9375259c9687000b26ec11","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,0.135135135135135,0.137534736885517
"5e9a5763b804c70e5b5bf37b","White",10,0,0,10,3.3812432591698,0.999999999999999,1,-0.135135135135135,-3.33066907387547e-16
"5eaea57e1d031b01ccb2e761","Black",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,1,-0.137534736885517
"5ec957b88b62d208f6997476","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,1,0.296909033745692
"5edf802fff5acd23df58da42","White",10,0,0,10,3.3812432591698,0.999999999999999,1,-0.135135135135135,-3.33066907387547e-16
"5ef7204033605901ce86c0b0","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0.0666666666666667,0.471381517410798
"5efa33c4e9f4160ffd817db9","White",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,-0.28,-0.137534736885517
"5f0f2cea74ad8a000bb071f7","White",6,4,3,7,0.702673238571499,1.08908884288898,0.732142857142857,-1.5419764230905e-16,0.121452501706518
"5f2047f472c1fd2eaf643c64","White",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,1,-0.174472483665106
"5f25ae44546c5a26eabe8a14","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,1,0
"5f39433e518ae24a53d11c92","White",7,3,0,10,2.16341075057716,3.73346206504084,0.925,1,0.608916254296315
"5f486e6825bc3c1f9ae198b3","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-0.0204081632653061,0.471381517410798
"5f4b9740fdda0b04d86a533c","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,-1,0.296909033745692
"5f8cff5b20cbd14a4e792ee8","White",6,4,5,5,0.229884117579232,0.973922688489352,0.591666666666667,-0.28,-0.114942058789616
"5fa07c635b16f50d21483d5e","White",10,0,1,9,2.78742519167841,0.437091938557402,0.975,1,-0.296909033745692
"5fa3e063d7b2bf02aedabe43","White",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,1,-0.174472483665106
"5fc18d478a746025809c8d29","Black",4,6,0,10,1.46073751200567,4.06607188038523,0.85,1,0.960252873582065
"5fdcd228539a382bc5e9fae5","Black",5,5,0,10,1.6906216295849,4.17494317407483,0.875,0.135135135135135,0.845310814792449
"5fea486eeed16da38175ba44","White",7,3,0,10,2.16341075057716,3.73346206504084,0.925,-0.28,0.608916254296315
"5fef3d23f0b5edd6fabe8e64","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,0.0204081632653061,0.137534736885517
"60074d72cd735e2251a31e76","White",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,1,-0.174472483665106
"604055c26be513259eced8fd","Black",5,5,4,6,0.229884117579232,1.02677554575825,0.591666666666667,1,0.114942058789616
"60a67970be8bd689da58c394","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0.454545454545454,0.471381517410798
"60bea11ea6e2371d747c5d1d","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1,0.471381517410798
"60db48619d10beb5c73430f5","Black",6,4,1,9,1.32668767967275,1.77724724051132,0.847222222222222,0.4,0.433459722257141
"60e101de786c9b2a375e73bb","White",10,0,2,8,2.4384802243482,0.3168095392173,0.95,1,-0.471381517410798
"60e5ffe203dd6eafa22c5d15","White",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,-0.135135135135135,0.312007220550623
"60f87d8e6ba613288a9926fa","Black",5,5,0,10,1.6906216295849,4.17494317407483,0.875,-1.5419764230905e-16,0.845310814792449
"60fd2b6a7b0c96a6a3cf8d81","White",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,1,-0.137534736885517
"60fd641351c1489395a91649","White",9,1,1,9,2.19360712418703,1,0.944444444444444,0.28,0
"60fd6be0432be350d020019b","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,0.4,0.608916254296315
"610008383c0a128712403745","White",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,0.28,0.174472483665106
"610700380d4f5c44318cdea0","White",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,0.4,0.312007220550623
"610c4ee070fd5e59a42868d5","White",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,-0.4,0.174472483665106
"6158d21467d1c77397989b0e","White",3,7,1,9,0.624014441101246,1.63186617153923,0.722222222222222,1,0.78479634154289
"615dc51a3a18c145f4e09db3","Black",9,1,3,7,1.56959268308578,0.612795348932793,0.880952380952381,1,-0.312007220550623
"615dcb204ee13e6299a50595","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,-0.4,0.608916254296315
"616faf3ab8c53e7a73a5dea5","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,1,0.471381517410798
"6173240b98f6e6f48d97880a","White",9,1,3,7,1.56959268308578,0.612795348932793,0.880952380952381,1,-0.312007220550623
"620bda0aa922fc3f247f64c2","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-0.4,0.471381517410798
"62903fb4a5cf8345fc23c0af","Black",6,4,0,10,1.92050574716413,4.06607188038523,0.9,0.2,0.730368756002833
"629dd4199343d7710fcdb39c","White",9,1,3,7,1.56959268308578,0.612795348932793,0.880952380952381,0.0666666666666667,-0.312007220550623
"62abb1afcd1bb1a819c90a0c","Black",6,4,2,8,0.977742712342534,1.28817035884927,0.791666666666667,-1,0.258987238592035
"62b836d1a99c01a1f84f68bb","White",6,4,3,7,0.702673238571499,1.08908884288898,0.732142857142857,0.28,0.121452501706518
"63052f20afc39e87110eb83e","Black",10,0,2,8,2.4384802243482,0.3168095392173,0.95,-0.135135135135135,-0.471381517410798
"6318f811441991ef04d3d712","Black",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,1,0.174472483665106
"6346d9fda71cffd6c403c4a2","Black",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,1,-0.137534736885517
"636675b4dd6bb79382d46c2b","White",10,0,0,10,3.3812432591698,0.999999999999999,1,1,-3.33066907387547e-16
"637545d6428d85daeedc3df5","White",4,6,0,10,1.46073751200567,4.06607188038523,0.85,1,0.960252873582065
"63d00de49e766aa13d314c9a","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0.2,0.471381517410798
"63d05806e94c60eb89e4d3f5","Black",6,4,0,10,1.92050574716413,4.06607188038523,0.9,1,0.730368756002833
"63d13d6a1d2f8799323bada5","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1.5419764230905e-16,0.471381517410798
"63d196c147d1f420690e5b87","White",4,6,2,8,0.51797447718407,1.28817035884927,0.6875,1,0.488871356171267
"63ea4a7fa7d709c8e7887a93","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1.73472347597681e-16,0.471381517410798
"63ea8ec521931832f4b6b7cb","White",9,1,1,9,2.19360712418703,1,0.944444444444444,0.28,0
"63ed35a73e8bacd8d4661f91","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,0,0.296909033745692
"63faeccd22c0d2a8f1b9759e","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,0.470588235294118,-3.33066907387547e-16
"6400c176195e0363ae8f6e1f","Black",8,2,2,8,1.4957171895266,1,0.875,0,0
"6466249c27b5e4161f763c32","Black",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,0.4,0.174472483665106
"646995ed901eb3789602a086","Black",6,4,4,6,0.459768235158464,1,0.666666666666667,1,-5.55111512312578e-17
"64810434459e0022918705e3","Black",5,5,1,9,1.09680356209351,1.82483400532336,0.811111111111111,1,0.548401781046757
"6487a878b901a707e4800c69","Black",6,4,4,6,0.459768235158464,1,0.666666666666667,-0.4,-5.55111512312578e-17
"649609322cee8b311a1c3f0f","White",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,-1.5419764230905e-16,0.312007220550623
"65104c746c12168416f61f7d","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,1,0.471381517410798
"652d36620eca7decc5bd4466","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1.73472347597681e-16,0.471381517410798
"6530167b3f9fc4d0974cc464","Black",9,1,7,3,0.624014441101246,0.612795348932793,0.722222222222222,1,-0.78479634154289
"653293a1c43c09cb264298c3","White",9,1,1,9,2.19360712418703,1,0.944444444444444,-1.73472347597681e-16,0
"6537d382e6ef905f0b52d045","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1,0.471381517410798
"653e666cc034dbb89a5b83ce","White",8,2,2,8,1.4957171895266,1,0.875,1,0
"654533a40bc23c2234908efa","Black",4,6,0,10,1.46073751200567,4.06607188038523,0.85,0.454545454545454,0.960252873582065
"65464fec47eeb23dde2b5c56","White",8,2,2,8,1.4957171895266,1,0.875,-1,0
"6546d9c0df9f565fd1ce8cb2","Black",10,0,5,5,1.6906216295849,0.239524218247976,0.875,1,-0.845310814792449
"654a44f0addb5f41f1705b75","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-0.0869565217391304,0.471381517410798
"654ab0763f86ff8249f0ec77","Black",6,4,1,9,1.32668767967275,1.77724724051132,0.847222222222222,0.135135135135135,0.433459722257141
"654c7115dcc911de57cb3920","Black",10,0,2,8,2.4384802243482,0.3168095392173,0.95,1,-0.471381517410798
"654e3b2a1d5b25b892be6421","White",8,2,0,10,2.4384802243482,3.15647061155598,0.95,-1.5419764230905e-16,0.471381517410798
"655b74ac266d0804924f2d2e","Black",7,3,5,5,0.472789120992267,0.894254582487384,0.671428571428571,-1.73472347597681e-16,-0.236394560496134
"655f8c42a20c94f85160d5dc","Black",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,6.60847038467355e-17,0.137534736885517
"655fa05b1303f59972ea6555","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,-1.73472347597681e-16,0.608916254296315
"656018e0096ae7651d08a6cd","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,0.4,0
"6564171a43463427fd17303a","Black",8,2,2,8,1.4957171895266,1,0.875,0.470588235294118,0
"656e02962907eb6f11faa71f","White",7,3,3,7,0.945578241984534,1,0.785714285714286,0.0666666666666667,2.77555756156289e-17
"656e8a2635854adf1b4ccc90","Black",8,2,2,8,1.4957171895266,1,0.875,-0.28,0
"656e9ee5741090021252e349","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,-0.135135135135135,-3.33066907387547e-16
"6579b9576cf175ed2acfc3ba","Black",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,-1,0.312007220550623
"6599601acbd86485dbecb6c9","White",5,5,1,9,1.09680356209351,1.82483400532336,0.811111111111111,0.470588235294118,0.548401781046757
"659d52af923c07a8e1aac79a","White",6,4,3,7,0.702673238571499,1.08908884288898,0.732142857142857,0.4,0.121452501706518
"65a3eae145bd7a121b03e953","White",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,1,-0.174472483665106
"65ab93cd4bceee49344efd60","Black",8,2,3,7,1.22064771575557,0.845454046824887,0.834821428571429,1,-0.137534736885517
"65b245ff936ba04dd1bfbe42","Black",10,0,2,8,2.4384802243482,0.3168095392173,0.95,0.28,-0.471381517410798
"65b2aa6ff9e672961875b4a6","Black",5,5,1,9,1.09680356209351,1.82483400532336,0.811111111111111,1,0.548401781046757
"65b6601cec4e2d7a82f0aa5b","White",7,3,1,9,1.56959268308578,1.63186617153923,0.880952380952381,-1.73472347597681e-16,0.312007220550623
"65c10ed7544fa71bac9bec3c","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,0.0869565217391305,-3.33066907387547e-16
"65c110109c8a16b298ea48a5","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0.470588235294118,0.471381517410798
"65c1126b379ff4faa4eba30c","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,1,0.608916254296315
"65c128bca0b6d12cd458c6b7","Black",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,1,0.174472483665106
"65c13572506a7378305c3c49","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,1,0.608916254296315
"65c732e873b992088286bec2","Black",8,2,2,8,1.4957171895266,1,0.875,-0.28,0
"65c7895232215aca31bc9e99","Black",5,5,3,7,0.472789120992267,1.11824979103656,0.671428571428571,1,0.236394560496134
"65c8926a097bd8b7a1d1f29c","Black",5,5,1,9,1.09680356209351,1.82483400532336,0.811111111111111,-1.5419764230905e-16,0.548401781046757
"65c8d70512b2fc050e53d0d1","Black",10,0,0,10,3.3812432591698,0.999999999999999,1,-0.0204081632653061,-3.33066907387547e-16
"65ca870d5ec4d7d40b27c58d","Black",6,4,0,10,1.92050574716413,4.06607188038523,0.9,1,0.730368756002833
"65cf72df48ae91f6cd86b9c2","Black",9,1,0,10,2.78742519167841,2.28784818887405,0.975,0.28,0.296909033745692
"65d5179cf1a1d839ea0e1b40","Black",8,2,0,10,2.4384802243482,3.15647061155598,0.95,0,0.471381517410798
"65d7836037dedd85eceb642f","White",9,1,2,8,1.84466215685682,0.724812130516322,0.913194444444444,0.135135135135135,-0.174472483665106
"65df4369886094bb19030a5e","White",4,6,0,10,1.46073751200567,4.06607188038523,0.85,1,0.960252873582065
"65e1e45089bd7513faa07730","Black",9,1,1,9,2.19360712418703,1,0.944444444444444,0.0666666666666667,0
"65e5c74d56a92539d1f5ba3a","Black",4,6,5,5,-0.229884117579232,0.973922688489352,0.408333333333333,-1,0.114942058789616
"65e6bebf625a8201fff5cb70","Black",2,8,0,10,0.942763034821596,3.15647061155598,0.8,-1,1.2192401121741
"65efe7266d34333407e0649b","Black",8,2,1,9,1.84466215685682,1.37966785860447,0.913194444444444,-0.135135135135135,0.174472483665106
"65f1756a0f443016c737e241","Black",2,8,2,8,0,1,0.5,-1.73472347597681e-16,0.747858594763302
"65f2195fc9a3f1ad259d4a79","White",7,3,2,8,1.22064771575557,1.18279639651086,0.834821428571429,0,0.137534736885517
"6605b8805eb4edcb02fe7d59","White",9,1,0,10,2.78742519167841,2.28784818887405,0.975,1,0.296909033745692
"6605f90eaecb387f09216496","Black",4,6,3,7,0.242905003413035,1.08908884288898,0.598214285714286,0.2,0.35133661928575
"6613eaa8e44e25e801f85215","Black",7,3,0,10,2.16341075057716,3.73346206504084,0.925,NA,0.608916254296315
"661872037b0fe632b6c1ee21","Black",10,0,1,9,2.78742519167841,0.437091938557402,0.975,NA,-0.296909033745692
"661bfe90f5ef0ba200a823ec","Black",2,8,3,7,-0.275069473771035,0.845454046824887,0.385416666666667,NA,0.610323857877785
"661e73f9e86cfe3c5c386fd1","White",8,2,2,8,1.4957171895266,1,0.875,NA,0
"6620009020d5eaa24a7b09d8","White",5,5,5,5,0,1,0.5,NA,0
"66201d0846aea327b3a3facb","White",7,3,0,10,2.16341075057716,3.73346206504084,0.925,NA,0.608916254296315
"karisgold","Black",6,4,2,8,0.977742712342534,1.28817035884927,0.791666666666667,NA,0.258987238592035
