"Username","participant_ethnicity","Response.RT","Stimuli.Stimuli.Notes_3","key","Target_Ethnicity","scored"
"5c2844f42c45d40001493efd","Black",2163,"H","OLD","B",1
"5c2844f42c45d40001493efd","Black",2075,"H","NEW","W",0
"5c2844f42c45d40001493efd","Black",5225,"H","NEW","B",0
"5c2844f42c45d40001493efd","Black",2207,"H","NEW","W",1
"5c2844f42c45d40001493efd","Black",20825,"L","NEW","W",0
"5c2844f42c45d40001493efd","Black",2502,"H","NEW","W",0
"5c2844f42c45d40001493efd","Black",2047,"L","NEW","B",1
"5c2844f42c45d40001493efd","Black",16191,"L","NEW","B",0
"5c2844f42c45d40001493efd","Black",2078,"H","NEW","B",1
"5c2844f42c45d40001493efd","Black",1995,"L","NEW","W",0
"5c2844f42c45d40001493efd","Black",2616,"L","NEW","W",0
"5c2844f42c45d40001493efd","Black",2327,"H","OLD","B",1
"5c2844f42c45d40001493efd","Black",24558,"L","OLD","W",0
"5c2844f42c45d40001493efd","Black",6582,"H","NEW","B",1
"5c2844f42c45d40001493efd","Black",1919,"H","NEW","W",0
"5c2844f42c45d40001493efd","Black",2441,"H","OLD","W",1
"5c2844f42c45d40001493efd","Black",2401,"H","OLD","W",1
"5c2844f42c45d40001493efd","Black",2571,"H","NEW","W",1
"5c2844f42c45d40001493efd","Black",1923,"L","NEW","W",0
"5c2844f42c45d40001493efd","Black",2406,"L","NEW","B",0
"5c2844f42c45d40001493efd","Black",2051,"L","OLD","B",1
"5c2844f42c45d40001493efd","Black",2367,"L","OLD","B",0
"5c2844f42c45d40001493efd","Black",2177,"L","OLD","B",1
"5c2844f42c45d40001493efd","Black",2262,"H","OLD","W",0
"5c2844f42c45d40001493efd","Black",2338,"L","NEW","W",0
"5c2844f42c45d40001493efd","Black",1948,"H","OLD","B",1
"5c2844f42c45d40001493efd","Black",2052,"H","NEW","B",1
"5c2844f42c45d40001493efd","Black",2458,"L","NEW","B",0
"5c2844f42c45d40001493efd","Black",2172,"H","OLD","W",1
"5c2844f42c45d40001493efd","Black",2310,"H","OLD","B",1
"5c2844f42c45d40001493efd","Black",2716,"H","OLD","W",1
"5c2844f42c45d40001493efd","Black",2860,"H","NEW","B",0
"5c2844f42c45d40001493efd","Black",2688,"L","OLD","B",1
"5c2844f42c45d40001493efd","Black",2402,"L","OLD","W",0
"5c2844f42c45d40001493efd","Black",3614,"L","OLD","B",0
"5c2844f42c45d40001493efd","Black",2280,"H","OLD","W",0
"5c37462f41a65c00010bb1a1","White",6493,"H","OLD","B",0
"5c37462f41a65c00010bb1a1","White",1860,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2211,"H","OLD","W",0
"5c37462f41a65c00010bb1a1","White",1980,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",11448,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2688,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",1901,"L","OLD","B",0
"5c37462f41a65c00010bb1a1","White",2493,"L","NEW","W",0
"5c37462f41a65c00010bb1a1","White",1995,"L","NEW","W",0
"5c37462f41a65c00010bb1a1","White",1805,"L","OLD","B",0
"5c37462f41a65c00010bb1a1","White",2855,"L","OLD","B",0
"5c37462f41a65c00010bb1a1","White",4932,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2346,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2636,"H","OLD","B",1
"5c37462f41a65c00010bb1a1","White",2613,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2667,"H","OLD","W",1
"5c37462f41a65c00010bb1a1","White",2381,"H","OLD","W",0
"5c37462f41a65c00010bb1a1","White",10454,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",5101,"H","OLD","B",0
"5c37462f41a65c00010bb1a1","White",2574,"L","OLD","B",1
"5c37462f41a65c00010bb1a1","White",3117,"H","OLD","W",1
"5c37462f41a65c00010bb1a1","White",2103,"L","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2035,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2282,"L","OLD","B",0
"5c37462f41a65c00010bb1a1","White",2464,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",1965,"H","OLD","B",0
"5c37462f41a65c00010bb1a1","White",1605,"L","OLD","B",0
"5c37462f41a65c00010bb1a1","White",2886,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",2029,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",3297,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2651,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",1902,"L","OLD","B",0
"5c37462f41a65c00010bb1a1","White",3767,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",1535,"H","OLD","W",0
"5c37462f41a65c00010bb1a1","White",2103,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2616,"H","OLD","B",0
"5c37462f41a65c00010bb1a1","White",2057,"H","OLD","B",0
"5c37462f41a65c00010bb1a1","White",1709,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",3026,"H","OLD","W",1
"5c37462f41a65c00010bb1a1","White",4348,"L","OLD","B",0
"5c37462f41a65c00010bb1a1","White",8949,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",15349,"H","OLD","B",1
"5c37462f41a65c00010bb1a1","White",2097,"H","OLD","B",1
"5c37462f41a65c00010bb1a1","White",2133,"L","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2071,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",3730,"L","OLD","B",1
"5c37462f41a65c00010bb1a1","White",13305,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",5299,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",2308,"H","OLD","W",1
"5c37462f41a65c00010bb1a1","White",1871,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2810,"L","NEW","W",1
"5c37462f41a65c00010bb1a1","White",1641,"H","OLD","W",0
"5c37462f41a65c00010bb1a1","White",3631,"L","OLD","W",1
"5c37462f41a65c00010bb1a1","White",1725,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2241,"L","NEW","W",0
"5c37462f41a65c00010bb1a1","White",26251,"H","NEW","W",1
"5c37462f41a65c00010bb1a1","White",2914,"H","NEW","B",1
"5c37462f41a65c00010bb1a1","White",1978,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2313,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2600,"L","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2086,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2375,"L","NEW","W",1
"5c37462f41a65c00010bb1a1","White",1832,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2067,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2700,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2727,"H","OLD","W",1
"5c37462f41a65c00010bb1a1","White",6126,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",4365,"L","OLD","B",1
"5c37462f41a65c00010bb1a1","White",2738,"L","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2159,"L","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2219,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",1998,"H","NEW","W",0
"5c37462f41a65c00010bb1a1","White",2887,"H","NEW","B",0
"5c37462f41a65c00010bb1a1","White",2486,"H","OLD","B",1
"5c37462f41a65c00010bb1a1","White",2094,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",1949,"L","OLD","W",1
"5c37462f41a65c00010bb1a1","White",2503,"H","OLD","W",0
"5c37462f41a65c00010bb1a1","White",2366,"L","OLD","W",0
"5c37462f41a65c00010bb1a1","White",3577,"L","NEW","W",1
"5c37462f41a65c00010bb1a1","White",2073,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",3296,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2173,"L","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",4415,"H","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",2218,"L","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",1962,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2741,"L","NEW","W",1
"5c4e5f2ae5f00f0001542748","White",2406,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2460,"L","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",3109,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",2229,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2419,"L","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",2013,"L","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",6062,"H","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",1751,"L","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",8856,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2478,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2870,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",3444,"H","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",3079,"H","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",1747,"L","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2406,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2777,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2266,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2854,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2203,"L","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",4719,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",6619,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",7701,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2087,"H","OLD","B",0
"5c4e5f2ae5f00f0001542748","White",2561,"L","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",3713,"L","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",7356,"L","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",3972,"L","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",5761,"L","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2985,"H","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",2294,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2133,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2979,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",3876,"H","NEW","B",1
"5c4e5f2ae5f00f0001542748","White",4003,"L","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",2338,"H","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",3651,"L","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2909,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",2607,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",2895,"H","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",2264,"L","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",2879,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",6358,"L","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2526,"L","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",2234,"L","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2499,"L","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2772,"L","NEW","W",1
"5c4e5f2ae5f00f0001542748","White",2778,"L","NEW","B",1
"5c4e5f2ae5f00f0001542748","White",2686,"L","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",1874,"H","OLD","B",0
"5c4e5f2ae5f00f0001542748","White",2104,"L","OLD","B",0
"5c4e5f2ae5f00f0001542748","White",1994,"L","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",3764,"L","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",2734,"L","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",4138,"L","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2217,"L","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2697,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",2989,"L","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",2387,"L","NEW","B",1
"5c4e5f2ae5f00f0001542748","White",3299,"H","OLD","B",0
"5c4e5f2ae5f00f0001542748","White",2926,"H","NEW","B",1
"5c4e5f2ae5f00f0001542748","White",3408,"H","NEW","B",0
"5c4e5f2ae5f00f0001542748","White",4409,"L","NEW","B",1
"5c4e5f2ae5f00f0001542748","White",2360,"H","OLD","B",1
"5c4e5f2ae5f00f0001542748","White",2166,"H","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",3072,"L","OLD","B",0
"5c4e5f2ae5f00f0001542748","White",4037,"L","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",3489,"H","NEW","W",0
"5c4e5f2ae5f00f0001542748","White",2897,"L","OLD","W",1
"5c4e5f2ae5f00f0001542748","White",2306,"H","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",2152,"H","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",2468,"L","NEW","W",1
"5c4e5f2ae5f00f0001542748","White",1994,"L","OLD","W",0
"5c4e5f2ae5f00f0001542748","White",2681,"L","OLD","B",0
"5c4e5f2ae5f00f0001542748","White",3628,"L","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",2991,"H","NEW","W",1
"5c55e58e1a0deb0001ee0234","Black",3083,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2806,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",5699,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",4989,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2912,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",3103,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",5124,"L","NEW","W",1
"5c55e58e1a0deb0001ee0234","Black",3914,"L","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",3605,"L","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",6871,"H","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",2606,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2596,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2947,"L","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",3260,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2977,"L","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",2346,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",3546,"L","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",2554,"L","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2853,"L","OLD","B",0
"5c55e58e1a0deb0001ee0234","Black",2861,"H","OLD","B",0
"5c55e58e1a0deb0001ee0234","Black",6550,"L","OLD","B",0
"5c55e58e1a0deb0001ee0234","Black",2678,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",2150,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",2489,"L","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",2243,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2202,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",4661,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2507,"L","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",6734,"L","OLD","B",0
"5c55e58e1a0deb0001ee0234","Black",2542,"H","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",3510,"L","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2990,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2732,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",2852,"L","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",7121,"H","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",2887,"H","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",5345,"H","OLD","B",0
"5c55e58e1a0deb0001ee0234","Black",4375,"H","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",2916,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",3350,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",2050,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2425,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2497,"H","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",2491,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",3099,"H","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",2840,"L","NEW","W",1
"5c55e58e1a0deb0001ee0234","Black",3880,"L","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",4377,"L","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",3188,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2569,"L","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2790,"L","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",3301,"L","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",4421,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",4903,"H","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",3079,"H","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",3288,"H","OLD","W",1
"5c55e58e1a0deb0001ee0234","Black",2791,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",3023,"L","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",9215,"L","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",3246,"L","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2818,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",3170,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2349,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2691,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2139,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2836,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",6791,"L","NEW","W",1
"5c55e58e1a0deb0001ee0234","Black",3111,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",3832,"L","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",7479,"L","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2348,"H","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",2266,"H","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",3994,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",2371,"L","OLD","B",1
"5c55e58e1a0deb0001ee0234","Black",4206,"L","NEW","B",0
"5c55e58e1a0deb0001ee0234","Black",3581,"L","OLD","B",0
"5c55e58e1a0deb0001ee0234","Black",3623,"H","NEW","W",0
"5c55e58e1a0deb0001ee0234","Black",4760,"L","OLD","W",0
"5c55e58e1a0deb0001ee0234","Black",3317,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1437,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1984,"H","NEW","B",1
"5c952f252e2e320019b1aa7b","White",1420,"H","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1631,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1420,"L","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1330,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1547,"L","OLD","W",1
"5c952f252e2e320019b1aa7b","White",2290,"H","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1830,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",2068,"H","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1972,"H","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1402,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1435,"H","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1765,"L","OLD","B",0
"5c952f252e2e320019b1aa7b","White",1432,"L","OLD","W",0
"5c952f252e2e320019b1aa7b","White",1502,"L","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1548,"L","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1526,"H","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1741,"H","OLD","W",0
"5c952f252e2e320019b1aa7b","White",1605,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1887,"L","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1692,"L","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1279,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1528,"L","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1692,"H","OLD","B",0
"5c952f252e2e320019b1aa7b","White",1538,"H","NEW","W",1
"5c952f252e2e320019b1aa7b","White",2138,"H","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1391,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1506,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1467,"H","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1425,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1844,"L","OLD","W",1
"5c952f252e2e320019b1aa7b","White",2533,"H","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1484,"H","NEW","B",0
"5c952f252e2e320019b1aa7b","White",2004,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1794,"L","NEW","W",1
"5c952f252e2e320019b1aa7b","White",1869,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1499,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1385,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1788,"L","NEW","B",1
"5c952f252e2e320019b1aa7b","White",1726,"L","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1359,"H","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1352,"H","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1797,"L","NEW","B",0
"5c952f252e2e320019b1aa7b","White",2545,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1735,"H","OLD","W",1
"5c952f252e2e320019b1aa7b","White",2035,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",3076,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1928,"L","OLD","W",1
"5c952f252e2e320019b1aa7b","White",2099,"L","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1473,"L","NEW","B",0
"5c952f252e2e320019b1aa7b","White",3130,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1253,"H","NEW","W",1
"5c952f252e2e320019b1aa7b","White",1583,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",2514,"L","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1751,"L","NEW","B",1
"5c952f252e2e320019b1aa7b","White",2194,"H","OLD","W",0
"5c952f252e2e320019b1aa7b","White",1407,"H","OLD","W",0
"5c952f252e2e320019b1aa7b","White",2081,"H","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1657,"H","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1867,"H","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1618,"H","NEW","W",1
"5c952f252e2e320019b1aa7b","White",1709,"L","OLD","B",0
"5c952f252e2e320019b1aa7b","White",1763,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1408,"H","NEW","B",1
"5c952f252e2e320019b1aa7b","White",1735,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1552,"H","NEW","B",1
"5c952f252e2e320019b1aa7b","White",1296,"L","NEW","W",1
"5c952f252e2e320019b1aa7b","White",1376,"H","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1676,"L","NEW","B",0
"5c952f252e2e320019b1aa7b","White",1799,"H","NEW","B",1
"5c952f252e2e320019b1aa7b","White",1722,"L","NEW","B",1
"5c952f252e2e320019b1aa7b","White",2198,"L","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1376,"H","OLD","B",1
"5c952f252e2e320019b1aa7b","White",1566,"H","NEW","B",0
"5c952f252e2e320019b1aa7b","White",2187,"H","NEW","W",0
"5c952f252e2e320019b1aa7b","White",1389,"H","OLD","W",1
"5c952f252e2e320019b1aa7b","White",1459,"L","NEW","W",1
"5c952f252e2e320019b1aa7b","White",3372,"L","OLD","W",0
"5c952f252e2e320019b1aa7b","White",1379,"L","OLD","W",1
"5cdd2e2a8b39ba00191a227e","White",2429,"H","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",1988,"H","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",2314,"H","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",2305,"L","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",2355,"L","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",2265,"H","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",2106,"H","OLD","W",0
"5cdd2e2a8b39ba00191a227e","White",2636,"L","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",3308,"L","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",2351,"H","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",2369,"H","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",2972,"H","OLD","B",0
"5cdd2e2a8b39ba00191a227e","White",2406,"L","NEW","W",1
"5cdd2e2a8b39ba00191a227e","White",3260,"L","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",2802,"H","OLD","W",0
"5cdd2e2a8b39ba00191a227e","White",2515,"H","OLD","W",0
"5cdd2e2a8b39ba00191a227e","White",2837,"H","OLD","B",0
"5cdd2e2a8b39ba00191a227e","White",2238,"L","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",2727,"H","OLD","W",1
"5cdd2e2a8b39ba00191a227e","White",2231,"H","OLD","B",0
"5cdd2e2a8b39ba00191a227e","White",3677,"L","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",2783,"H","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",2571,"L","NEW","W",1
"5cdd2e2a8b39ba00191a227e","White",2321,"L","OLD","W",1
"5cdd2e2a8b39ba00191a227e","White",2219,"L","NEW","B",1
"5cdd2e2a8b39ba00191a227e","White",3557,"L","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",2551,"H","OLD","W",1
"5cdd2e2a8b39ba00191a227e","White",3079,"H","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",3349,"L","OLD","W",1
"5cdd2e2a8b39ba00191a227e","White",5456,"H","OLD","W",1
"5cdd2e2a8b39ba00191a227e","White",2758,"L","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",1931,"L","OLD","B",0
"5cdd2e2a8b39ba00191a227e","White",3308,"L","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",2531,"L","OLD","W",0
"5cdd2e2a8b39ba00191a227e","White",2575,"L","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",2526,"L","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",2325,"H","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",3479,"L","OLD","B",1
"5cdd2e2a8b39ba00191a227e","White",2674,"H","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",2701,"H","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",2571,"L","NEW","B",0
"5cdd2e2a8b39ba00191a227e","White",5516,"H","NEW","B",1
"5cdd2e2a8b39ba00191a227e","White",2221,"L","OLD","B",0
"5cdd2e2a8b39ba00191a227e","White",3684,"L","NEW","W",0
"5cdd2e2a8b39ba00191a227e","White",5065,"H","NEW","W",1
